seed,horizon,budget,exploration_param,gamma,steps
4839639,26,794328,32,0.95,200
4839638,22,10000,32,0.9,11
4839639,20,1000,32,0.9,29
4839639,18,25119,32,0.95,200
4839638,30,31623,8,0.95,200
4839638,22,199526,16,0.95,200
4839639,18,3162,16,1.0,34
4839639,34,501187,8,0.95,200
4839639,26,39811,8,0.9,200
4839638,20,12589,8,1.0,200
4839639,14,39811,16,0.95,80
4839639,24,1000,8,0.95,51
4839639,14,199526,32,0.95,200
4839639,14,3981,32,0.95,11
4839638,24,794328,8,0.9,200
4839639,16,1995,32,0.95,51
4839639,12,39811,32,1.0,200
4839639,16,79433,16,1.0,200
4839638,24,7943,16,1.0,200
4839639,10,125893,32,1.0,157
4839639,10,3981,8,0.95,29
4839639,22,6310,32,0.9,18
4839638,28,251189,8,0.95,200
4839638,10,10000,8,1.0,68
4839638,26,6310,16,1.0,200
4839639,30,630957,16,1.0,200
4839639,20,25119,8,0.95,161
4839639,36,10000,32,0.95,30
4839638,26,100000,16,0.95,200
4839639,36,25119,16,0.95,200
4839638,18,1995,8,1.0,118
4839639,24,31623,16,0.95,200
4839639,24,794328,8,1.0,200
4839638,16,794328,8,0.95,200
4839638,12,63096,8,0.9,171
4839638,18,398107,8,1.0,153
4839638,38,25119,8,0.9,80
4839638,26,25119,16,0.9,34
4839639,10,199526,16,0.95,55
4839638,14,2512,8,1.0,70
4839639,38,3162,32,1.0,34
4839638,36,1259,32,0.9,30
4839639,40,6310,16,0.9,66
4839638,24,1259,8,1.0,57
4839639,40,25119,16,0.9,21
4839638,26,2512,32,0.95,13
4839638,26,2512,32,1.0,31
4839639,18,50119,32,1.0,200
4839639,18,398107,8,0.95,200
4839639,10,1259,8,0.95,29
4839638,40,19953,8,0.95,200
4839638,10,125893,8,0.95,146
4839638,38,63096,32,0.9,24
4839639,28,5012,8,0.9,37
4839638,40,630957,8,0.95,200
4839639,10,1585,8,0.95,43
4839638,36,1995,8,1.0,148
4839638,10,1259,8,1.0,49
4839639,30,6310,16,0.9,38
4839638,16,50119,32,1.0,200
4839638,28,63096,8,0.9,200
4839639,28,7943,16,0.9,53
4839639,18,316228,16,1.0,200
4839639,10,3981,16,0.95,32
4839638,38,10000,32,0.95,26
4839638,24,1259,8,0.9,66
4839638,34,501187,8,0.9,200
4839639,24,5012,16,0.9,30
4839638,12,125893,8,1.0,145
4839638,20,63096,16,0.9,84
4839639,20,199526,32,0.9,109
4839639,18,79433,8,1.0,200
4839638,30,15849,32,1.0,200
4839638,40,1585,8,1.0,41
4839638,34,19953,32,1.0,200
4839638,30,1000,32,1.0,42
4839638,22,630957,8,1.0,200
4839638,12,3162,8,0.9,57
4839638,36,1000,16,0.9,21
4839638,24,1000,32,0.9,31
4839638,20,158489,16,1.0,200
4839639,12,1000000,32,1.0,200
4839638,20,1000,8,0.95,33
4839638,18,3981,8,0.95,83
4839639,26,2512,16,1.0,32
4839638,14,1585,16,0.9,29
4839639,16,1000000,16,1.0,200
4839639,34,15849,16,1.0,200
4839639,32,39811,8,0.9,46
4839638,30,1000000,32,1.0,200
4839639,34,7943,16,1.0,200
4839639,12,15849,16,0.95,63
4839639,16,1995,16,0.9,30
4839638,18,1259,32,1.0,24
4839638,14,251189,8,0.9,200
4839639,12,19953,32,1.0,140
4839638,36,100000,8,1.0,200
4839638,34,3981,8,1.0,200
4839638,18,25119,8,0.95,200
4839638,10,7943,16,0.95,56
4839638,28,19953,16,1.0,200
4839639,22,199526,16,0.95,200
4839639,26,19953,8,0.95,200
4839638,32,125893,16,0.95,200
4839638,14,1000000,8,0.9,200
4839638,18,316228,8,1.0,200
4839638,24,12589,32,0.95,200
4839639,36,15849,8,1.0,200
4839639,14,1995,8,0.9,32
4839638,20,63096,8,1.0,200
4839639,18,125893,32,0.9,44
4839639,32,15849,16,1.0,200
4839639,22,1000,16,1.0,11
4839639,26,316228,16,0.95,200
4839639,38,7943,8,0.9,51
4839638,34,398107,32,0.95,200
4839639,20,794328,8,0.9,200
4839638,28,794328,16,0.9,200
4839639,30,501187,16,0.95,200
4839639,16,12589,8,0.9,200
4839639,18,1000000,8,1.0,200
4839638,26,10000,32,0.9,61
4839638,36,251189,32,0.9,183
4839639,30,501187,32,0.9,200
4839638,10,199526,32,0.95,156
4839639,28,100000,8,1.0,175
4839639,24,398107,32,0.95,200
4839638,24,39811,32,0.95,200
4839638,28,1259,8,0.9,21
4839639,26,5012,16,0.9,9
4839639,30,3981,16,0.9,58
4839638,12,50119,8,1.0,104
4839639,18,25119,16,0.95,200
4839638,24,1000000,32,0.9,200
4839639,30,316228,16,0.95,200
4839638,16,316228,32,0.95,200
4839639,36,2512,8,1.0,164
4839638,40,501187,16,0.9,200
4839638,12,398107,16,0.95,200
4839638,34,316228,32,1.0,200
4839639,34,794328,32,1.0,200
4839639,22,501187,32,0.95,200
4839639,26,1000,8,1.0,70
4839638,30,158489,8,0.95,200
4839639,22,63096,8,0.9,200
4839638,28,3162,8,0.9,31
4839639,10,6310,32,0.9,29
4839638,18,79433,16,0.95,200
4839639,28,3162,16,0.95,56
4839639,14,2512,16,0.95,66
4839638,20,7943,16,0.9,26
4839639,20,1259,32,0.9,26
4839638,40,100000,8,1.0,199
4839638,34,1000,8,0.95,36
4839639,28,3162,8,0.9,177
4839638,10,50119,16,0.9,39
4839638,24,398107,32,1.0,200
4839639,24,316228,8,0.9,200
4839639,36,794328,16,0.95,200
4839639,26,12589,16,1.0,200
4839638,22,2512,16,0.9,23
4839639,20,1000000,16,0.9,200
4839638,18,7943,16,0.95,46
4839638,24,19953,32,0.95,27
4839638,14,10000,8,1.0,139
4839639,38,19953,16,0.95,200
4839638,14,630957,16,0.95,200
4839639,40,6310,8,0.9,47
4839638,30,199526,8,1.0,200
4839639,26,316228,16,0.9,200
4839638,10,19953,32,1.0,43
4839638,20,3162,16,0.95,23
4839638,22,501187,32,0.95,200
4839638,30,2512,16,0.9,30
4839638,18,398107,32,1.0,200
4839638,12,316228,32,1.0,200
4839639,26,79433,16,0.9,200
4839639,24,251189,32,0.9,200
4839639,20,10000,16,1.0,200
4839638,36,199526,16,1.0,200
4839638,26,6310,8,1.0,41
4839639,30,158489,32,0.9,188
4839638,22,251189,16,1.0,200
4839639,36,251189,32,1.0,200
4839639,24,398107,16,1.0,200
4839638,12,630957,32,0.95,200
4839638,30,3981,32,0.9,20
4839639,32,6310,8,1.0,200
4839638,22,125893,16,1.0,200
4839639,30,63096,16,0.9,86
4839638,36,3162,16,0.95,40
4839639,20,794328,16,0.95,200
4839639,18,125893,16,0.9,76
4839638,38,15849,32,0.9,33
4839639,12,1000,8,0.9,19
4839638,26,63096,16,1.0,200
4839639,10,100000,16,0.9,55
4839639,36,1000000,8,0.9,200
4839638,22,3981,8,0.95,200
4839639,20,79433,8,0.95,200
4839639,16,630957,16,0.9,200
4839639,16,630957,32,0.95,200
4839638,30,1000,8,0.9,24
4839639,12,1000000,8,0.95,190
4839639,28,316228,16,1.0,200
4839638,40,79433,8,0.95,200
4839639,26,125893,16,1.0,200
4839639,14,19953,16,0.95,154
4839639,12,1000000,16,0.95,200
4839638,18,1585,32,0.9,16
4839639,18,79433,8,0.9,200
4839639,38,39811,32,0.9,55
4839638,26,1995,8,1.0,53
4839638,36,39811,8,1.0,149
4839638,32,39811,32,0.95,52
4839639,26,3162,8,1.0,77
4839638,30,199526,8,0.9,200
4839638,12,100000,8,1.0,200
4839638,38,79433,32,0.9,38
4839639,16,10000,32,1.0,101
4839639,14,2512,16,1.0,21
4839638,30,501187,8,0.9,200
4839639,10,10000,8,0.9,38
4839639,16,316228,32,0.9,119
4839639,20,12589,16,0.9,18
4839639,22,7943,16,0.95,61
4839639,28,1995,32,0.95,50
4839638,20,316228,32,1.0,200
4839638,32,316228,32,0.95,200
4839638,26,1000,8,0.9,44
4839638,30,50119,32,1.0,200
4839639,14,15849,16,1.0,200
4839639,28,1259,32,0.95,23
4839638,26,6310,8,0.9,26
4839638,28,1000000,32,0.95,200
4839638,28,158489,8,0.9,200
4839638,14,19953,32,1.0,27
4839638,26,50119,16,0.95,200
4839639,28,63096,16,1.0,200
4839638,16,1995,8,0.9,49
4839638,18,501187,16,1.0,200
4839639,30,79433,16,1.0,200
4839638,14,7943,16,1.0,200
4839639,34,63096,8,0.95,200
4839638,14,251189,16,0.9,200
4839638,24,1000000,8,0.9,200
4839639,16,158489,32,1.0,200
4839639,16,1000,16,0.9,23
4839638,22,1259,16,0.95,36
4839638,20,199526,32,0.9,66
4839638,30,398107,8,0.95,200
4839639,22,158489,8,0.9,200
4839638,22,25119,8,0.95,200
4839639,36,6310,32,0.9,15
4839639,18,199526,8,1.0,200
4839639,34,12589,8,0.9,85
4839638,12,1585,8,1.0,67
4839638,34,1259,32,0.9,35
4839638,34,63096,32,0.9,115
4839639,32,2512,32,1.0,48
4839638,18,63096,32,0.9,108
4839639,32,5012,32,0.9,20
4839639,38,1000000,16,1.0,200
4839639,36,12589,32,0.9,20
4839639,28,1000,8,1.0,81
4839638,18,12589,16,1.0,200
4839639,18,50119,16,0.95,200
4839638,14,794328,16,1.0,200
4839639,36,630957,16,0.95,200
4839639,26,39811,16,0.9,28
4839638,14,79433,16,1.0,200
4839639,26,31623,16,0.95,200
4839639,32,158489,32,0.9,55
4839639,24,39811,8,0.9,200
4839639,26,5012,16,1.0,200
4839638,16,7943,8,1.0,200
4839639,18,3162,32,1.0,117
4839639,32,199526,8,1.0,200
4839638,16,63096,8,0.9,200
4839639,36,794328,8,1.0,200
4839638,16,12589,16,0.95,200
4839639,26,19953,8,1.0,153
4839638,26,1000000,16,0.95,200
4839639,14,19953,32,0.95,27
4839639,14,316228,8,1.0,200
4839639,34,2512,16,0.95,27
4839639,10,79433,32,0.95,38
4839639,26,630957,8,1.0,187
4839638,14,1000000,16,1.0,200
4839638,10,398107,8,1.0,131
4839639,40,31623,32,1.0,200
4839639,24,630957,32,0.9,200
4839638,22,39811,16,0.95,200
4839638,32,3981,32,0.9,19
4839639,30,63096,16,0.95,200
4839638,22,125893,16,0.9,200
4839638,34,501187,16,1.0,200
4839639,18,1000000,32,1.0,200
4839639,36,1585,8,0.9,20
4839639,28,50119,32,1.0,200
4839638,12,125893,32,0.95,59
4839639,22,3981,32,0.95,35
4839639,36,1259,8,0.95,20
4839639,24,1585,16,0.95,24
4839639,38,5012,8,0.95,35
4839638,34,630957,8,0.95,200
4839639,10,1995,8,0.9,22
4839638,14,7943,8,1.0,137
4839638,32,251189,16,0.95,200
4839638,36,1000,16,0.95,44
4839638,14,3162,16,0.9,41
4839639,28,6310,32,0.9,66
4839638,28,31623,16,0.9,109
4839639,20,125893,8,0.9,200
4839639,18,251189,16,0.9,200
4839639,32,7943,32,0.9,14
4839639,18,2512,8,0.9,46
4839638,30,158489,32,0.95,200
4839639,40,2512,16,0.95,83
4839638,12,199526,16,0.95,200
4839639,12,501187,8,1.0,152
4839639,20,501187,16,0.9,200
4839639,12,501187,32,0.95,33
4839638,12,15849,16,1.0,200
4839638,24,3981,32,0.9,19
4839639,40,1000,32,1.0,21
4839638,16,1995,8,0.95,114
4839639,32,1259,16,0.95,18
4839638,16,3162,8,0.95,52
4839638,38,6310,32,1.0,97
4839638,16,12589,16,0.9,92
4839638,12,1000000,16,0.9,200
4839639,26,316228,8,0.95,200
4839639,20,15849,32,1.0,200
4839638,12,15849,32,0.9,38
4839639,28,158489,16,0.9,200
4839639,28,251189,16,1.0,200
4839639,26,501187,16,0.95,200
4839638,40,794328,16,0.9,200
4839638,24,15849,8,0.95,200
4839638,26,31623,32,1.0,200
4839639,16,63096,8,1.0,189
4839639,30,6310,8,1.0,156
4839639,40,316228,32,0.95,200
4839639,24,39811,8,0.95,200
4839639,26,501187,16,0.9,200
4839639,24,794328,16,0.95,200
4839638,22,10000,32,1.0,200
4839638,16,794328,32,0.95,200
4839639,16,5012,16,1.0,196
4839638,16,794328,16,0.9,200
4839639,18,1000000,16,0.9,200
4839639,10,39811,8,1.0,120
4839638,14,6310,32,0.9,30
4839638,12,1000,32,0.95,23
4839639,12,125893,8,0.95,200
4839638,32,1000000,16,0.9,200
4839638,20,3162,16,0.9,25
4839639,38,12589,16,1.0,200
4839639,22,398107,16,0.9,200
4839639,24,630957,8,1.0,175
4839638,26,39811,32,0.95,60
4839638,36,19953,8,0.9,200
4839638,30,1000,32,0.9,26
4839638,40,251189,16,0.95,200
4839638,32,63096,32,0.9,35
4839638,12,31623,32,0.9,33
4839638,22,158489,16,0.9,200
4839639,16,15849,16,0.9,48
4839638,40,10000,8,1.0,200
4839639,20,7943,8,0.9,72
4839638,38,7943,8,0.9,20
4839638,10,2512,8,0.9,42
4839638,22,3981,32,0.95,27
4839638,38,501187,16,1.0,200
4839638,32,50119,32,0.95,200
4839639,14,7943,32,0.9,28
4839638,12,1585,32,0.95,33
4839639,34,1995,8,0.9,27
4839638,14,1259,16,0.95,38
4839638,38,5012,32,1.0,53
4839639,28,39811,32,0.9,17
4839639,32,5012,8,1.0,58
4839639,14,19953,8,0.95,200
4839638,36,1000,32,0.9,16
4839639,12,1000000,8,1.0,200
4839638,40,2512,32,1.0,22
4839638,20,501187,8,0.95,200
4839639,24,3162,8,0.95,192
4839639,32,125893,8,0.95,192
4839639,24,398107,32,1.0,200
4839639,26,50119,16,0.9,77
4839639,38,1585,16,1.0,131
4839639,32,794328,8,0.9,200
4839638,14,2512,32,1.0,27
4839639,34,12589,16,0.9,30
4839638,26,630957,32,0.95,200
4839638,28,100000,8,0.95,200
4839638,30,251189,32,0.9,29
4839638,38,50119,32,0.95,134
4839639,36,5012,32,0.9,17
4839639,40,1585,8,0.95,42
4839639,38,398107,32,1.0,200
4839639,26,100000,16,0.95,200
4839638,30,12589,8,0.95,200
4839639,20,79433,32,0.95,200
4839638,16,2512,8,1.0,88
4839638,36,199526,8,0.9,94
4839639,20,125893,32,0.9,39
4839638,18,2512,16,0.95,38
4839639,28,15849,16,0.95,29
4839639,14,7943,8,0.95,174
4839639,12,630957,8,1.0,164
4839638,28,398107,32,0.95,200
4839638,34,63096,16,1.0,200
4839638,30,125893,32,0.95,200
4839638,22,15849,16,1.0,200
4839639,22,1995,32,0.9,14
4839638,22,39811,8,1.0,200
4839638,36,2512,8,0.9,32
4839639,30,251189,32,0.95,200
4839638,30,1000000,32,0.95,200
4839639,38,398107,16,0.9,200
4839639,18,5012,32,0.95,24
4839638,36,158489,16,0.9,200
4839638,32,25119,8,0.9,200
4839638,34,1585,32,0.9,14
4839639,12,158489,16,1.0,200
4839639,28,3981,16,0.9,32
4839638,18,158489,16,0.9,200
4839639,22,1000000,8,0.9,200
4839639,36,15849,16,0.95,200
4839638,30,100000,16,1.0,200
4839638,40,199526,32,0.9,54
4839638,38,794328,32,0.95,200
4839638,28,316228,16,1.0,200
4839639,32,3981,32,0.9,10
4839639,20,630957,8,1.0,200
4839638,40,19953,8,0.9,46
4839638,28,125893,8,0.95,200
4839639,18,19953,8,0.9,183
4839639,20,39811,32,0.95,31
4839638,34,39811,16,1.0,200
4839638,14,7943,16,0.9,47
4839639,22,251189,16,0.95,200
4839639,24,2512,16,0.95,102
4839639,30,3981,32,0.9,9
4839638,26,100000,32,1.0,200
4839638,18,39811,16,1.0,200
4839638,16,251189,16,0.95,200
4839638,14,125893,8,0.95,200
4839639,38,199526,8,0.95,200
4839639,30,1585,8,0.95,19
4839639,10,15849,16,0.95,31
4839638,32,6310,8,0.95,28
4839638,12,398107,8,0.95,200
4839638,16,199526,16,0.9,200
4839638,14,5012,16,0.9,47
4839639,10,158489,16,0.9,33
4839639,36,12589,32,1.0,200
4839638,14,25119,16,0.95,200
4839638,32,5012,16,1.0,200
4839638,18,794328,32,1.0,200
4839638,12,1000,8,0.95,34
4839639,12,630957,32,0.95,137
4839639,14,10000,16,0.95,44
4839638,12,39811,16,0.9,79
4839638,40,251189,32,0.9,200
4839638,10,2512,32,0.95,13
4839638,32,501187,32,1.0,200
4839638,18,63096,32,1.0,200
4839639,34,125893,16,0.95,200
4839638,24,630957,16,0.95,200
4839639,34,50119,16,0.95,200
4839638,26,39811,32,1.0,200
4839639,32,398107,32,0.9,200
4839638,20,79433,32,0.95,200
4839639,30,251189,8,1.0,200
4839638,32,31623,8,0.9,200
4839638,22,6310,8,0.95,200
4839638,18,7943,32,0.95,42
4839639,30,630957,8,1.0,200
4839639,36,5012,8,1.0,200
4839638,38,19953,16,1.0,200
4839638,32,251189,32,1.0,200
4839639,30,50119,8,0.9,200
4839638,40,501187,8,0.95,200
4839639,14,501187,8,1.0,148
4839639,16,1259,32,0.9,27
4839639,26,251189,32,0.9,200
4839639,24,39811,16,0.95,200
4839638,36,398107,16,0.9,200
4839638,18,1000000,8,0.9,200
4839638,26,3162,32,0.95,30
4839639,18,10000,32,0.95,69
4839639,26,100000,8,0.95,200
4839639,22,6310,16,0.95,154
4839639,38,7943,8,0.95,200
4839639,24,6310,8,0.9,45
4839638,34,7943,32,0.95,49
4839638,16,1585,32,0.95,21
4839639,28,31623,32,0.9,49
4839638,32,2512,32,0.95,29
4839638,12,398107,32,0.9,34
4839638,36,7943,16,0.9,29
4839638,20,2512,8,1.0,87
4839638,38,25119,8,1.0,172
4839638,20,7943,16,0.95,142
4839638,20,5012,16,1.0,200
4839638,36,50119,32,0.9,50
4839639,12,1259,32,1.0,22
4839639,32,1000,16,0.95,22
4839639,10,158489,8,0.9,43
4839639,38,63096,8,1.0,128
4839638,18,63096,8,0.95,200
4839638,10,158489,32,1.0,149
4839639,40,199526,8,0.9,200
4839639,40,199526,16,0.9,200
4839638,16,100000,32,0.95,21
4839639,14,1000,16,1.0,104
4839639,20,501187,32,1.0,200
4839639,26,1585,16,0.95,23
4839639,20,19953,32,0.95,65
4839638,36,199526,16,0.9,200
4839638,32,63096,8,0.9,200
4839638,10,100000,16,1.0,58
4839638,34,158489,32,0.9,28
4839639,22,12589,32,1.0,200
4839639,40,125893,32,1.0,200
4839638,12,63096,32,0.9,37
4839638,30,501187,32,0.9,200
4839638,16,316228,32,1.0,200
4839639,16,3162,8,0.95,54
4839638,10,25119,32,0.95,27
4839639,22,316228,16,0.95,200
4839638,24,2512,8,0.95,35
4839638,24,31623,16,0.9,95
4839639,30,316228,32,0.95,200
4839638,30,10000,32,0.95,52
4839638,10,15849,32,0.9,46
4839638,30,794328,32,0.9,200
4839638,10,50119,16,1.0,98
4839639,22,31623,8,0.9,200
4839638,26,501187,8,0.95,200
4839638,22,10000,16,0.95,200
4839639,22,1000000,32,0.9,200
4839639,26,25119,32,0.9,107
4839638,28,19953,8,0.95,200
4839638,20,5012,32,1.0,28
4839639,32,158489,8,0.95,200
4839638,10,6310,16,0.95,37
4839638,10,199526,16,0.95,76
4839638,26,50119,8,0.95,200
4839638,32,79433,16,0.9,200
4839639,18,39811,16,0.9,127
4839638,12,12589,8,1.0,200
4839638,26,5012,8,0.9,43
4839639,10,3162,32,0.95,23
4839638,30,1000000,16,0.95,200
4839638,30,25119,16,0.9,89
4839639,28,12589,32,1.0,81
4839638,38,251189,32,0.95,200
4839639,38,316228,32,0.95,200
4839639,24,50119,16,0.9,20
4839638,20,501187,16,0.95,200
4839638,28,1000000,32,1.0,200
4839639,16,199526,16,0.95,200
4839638,36,63096,16,0.95,200
4839639,32,125893,8,0.9,200
4839639,24,125893,8,0.9,200
4839638,28,1000,16,0.95,43
4839638,36,39811,32,1.0,200
4839638,38,1995,32,1.0,98
4839638,38,100000,8,1.0,189
4839638,18,50119,16,0.95,200
4839638,40,125893,8,0.95,200
4839639,28,25119,8,0.9,200
4839639,18,794328,16,1.0,200
4839638,16,5012,16,0.9,39
4839638,40,1259,16,1.0,28
4839639,10,19953,16,1.0,131
4839638,26,50119,8,0.9,200
4839639,12,31623,32,0.95,39
4839639,18,2512,16,0.9,13
4839638,38,25119,32,1.0,200
4839639,18,39811,8,0.95,200
4839638,36,63096,16,0.9,200
4839638,30,19953,32,0.9,42
4839638,20,1000,32,0.95,10
4839639,28,794328,32,0.95,200
4839639,34,25119,32,0.95,182
4839638,24,398107,16,0.9,200
4839638,24,31623,8,0.9,158
4839638,26,3981,8,0.9,56
4839638,34,3981,32,0.95,8
4839639,22,25119,32,1.0,200
4839638,30,630957,16,0.95,200
4839639,30,25119,8,0.95,200
4839639,12,79433,32,0.95,52
4839639,38,39811,32,1.0,200
4839639,16,50119,16,1.0,200
4839638,30,1995,16,0.95,26
4839638,34,316228,8,1.0,162
4839638,26,2512,8,1.0,194
4839639,24,398107,8,0.95,200
4839639,14,199526,8,0.95,154
4839639,16,6310,16,0.95,28
4839639,38,316228,8,1.0,200
4839639,40,1585,32,1.0,20
4839638,20,5012,16,0.95,62
4839638,38,100000,16,1.0,200
4839639,16,19953,8,1.0,200
4839638,24,15849,32,0.95,77
4839639,34,316228,8,1.0,200
4839638,18,31623,8,0.95,200
4839639,30,12589,8,0.9,200
4839639,26,50119,16,1.0,200
4839638,24,2512,8,0.9,49
4839638,12,10000,8,0.9,41
4839639,24,63096,32,0.95,200
4839639,12,10000,8,0.95,152
4839638,16,15849,16,0.9,65
4839639,14,6310,32,0.95,39
4839638,20,251189,8,0.9,200
4839639,26,79433,32,0.95,200
4839639,36,158489,8,0.95,198
4839639,26,79433,32,1.0,200
4839639,40,79433,32,0.9,35
4839638,32,6310,16,0.95,29
4839638,26,31623,16,1.0,200
4839639,14,10000,16,0.9,39
4839639,22,5012,32,1.0,25
4839638,34,50119,32,0.9,41
4839638,20,1000000,8,0.95,200
4839638,14,1000,16,0.9,27
4839638,28,199526,16,0.9,200
4839639,34,501187,16,0.95,200
4839639,10,1995,32,0.95,28
4839639,38,3981,16,1.0,200
4839639,10,79433,16,0.9,48
4839638,36,3162,32,0.95,23
4839638,28,158489,32,1.0,200
4839639,24,79433,16,0.95,200
4839638,22,125893,32,0.9,81
4839638,26,125893,16,1.0,200
4839639,36,3162,32,1.0,25
4839639,18,125893,16,0.95,200
4839639,32,1585,16,0.95,16
4839639,40,15849,16,0.95,55
4839638,20,2512,8,0.95,33
4839639,24,100000,32,1.0,200
4839639,12,398107,32,0.95,200
4839638,30,5012,8,0.95,50
4839639,20,794328,32,0.9,200
4839638,14,63096,8,0.9,200
4839638,40,63096,32,1.0,200
4839639,26,2512,8,1.0,134
4839638,34,199526,32,0.9,49
4839638,28,25119,32,0.9,44
4839638,38,7943,8,0.95,200
4839638,32,1259,32,0.95,14
4839639,28,251189,32,0.9,200
4839639,36,25119,8,1.0,200
4839638,36,2512,32,0.95,18
4839638,32,501187,16,1.0,200
4839639,26,158489,32,0.9,29
4839638,34,39811,16,0.9,106
4839638,20,125893,8,1.0,173
4839638,14,15849,32,0.9,52
4839639,30,1000000,32,1.0,200
4839638,40,1000,32,1.0,19
4839638,38,25119,32,0.9,31
4839638,16,125893,32,1.0,200
4839639,18,158489,16,1.0,200
4839639,38,3162,8,0.9,45
4839638,30,1585,32,0.95,24
4839638,30,19953,16,0.9,72
4839638,26,25119,16,0.95,75
4839639,20,630957,16,0.9,200
4839638,36,1259,16,0.9,24
4839639,28,50119,16,1.0,200
4839638,36,15849,32,1.0,200
4839639,34,1995,32,0.9,24
4839639,36,39811,32,0.95,71
4839638,40,316228,32,0.9,200
4839638,36,31623,32,0.9,60
4839638,20,19953,32,0.9,19
4839639,12,251189,8,0.9,79
4839638,14,158489,16,0.9,200
4839639,30,1995,32,0.95,21
4839638,34,25119,32,1.0,200
4839638,32,19953,16,1.0,200
4839638,10,19953,32,0.9,55
4839639,30,1000000,8,1.0,192
4839638,32,12589,8,1.0,200
4839638,30,25119,8,1.0,169
4839638,36,79433,16,0.9,200
4839638,34,1000,8,0.9,24
4839639,26,7943,32,0.9,24
4839638,30,79433,32,0.95,200
4839639,18,31623,8,0.9,200
4839639,28,398107,8,0.95,200
4839638,30,501187,16,1.0,200
4839638,16,79433,32,0.9,78
4839639,10,158489,8,1.0,200
4839639,14,5012,32,1.0,26
4839639,24,1000,16,1.0,131
4839639,14,10000,32,1.0,104
4839639,20,158489,32,0.95,200
4839638,20,7943,32,0.9,28
4839639,30,7943,16,1.0,200
4839638,30,10000,8,0.9,84
4839638,18,63096,8,0.9,200
4839638,26,398107,8,0.95,200
4839638,30,3162,32,0.9,10
4839638,38,501187,16,0.9,200
4839638,18,31623,16,0.95,39
4839639,38,10000,8,1.0,137
4839638,14,15849,32,1.0,175
4839638,32,79433,16,0.95,200
4839639,20,1000000,8,1.0,200
4839639,40,2512,8,1.0,80
4839639,28,1585,32,0.95,17
4839638,24,15849,16,0.95,200
4839639,32,630957,8,1.0,200
4839638,38,1585,16,0.95,25
4839639,32,31623,16,1.0,200
4839638,10,7943,32,0.9,63
4839639,22,1000,8,0.9,23
4839639,14,251189,32,0.9,193
4839639,16,794328,8,0.9,200
4839639,14,199526,16,1.0,200
4839639,26,39811,16,0.95,200
4839639,24,3162,16,0.9,22
4839638,40,158489,16,0.95,200
4839639,26,1000,8,0.95,29
4839638,30,25119,32,0.95,28
4839638,30,6310,16,0.9,52
4839639,40,5012,32,0.95,26
4839638,26,31623,32,0.95,179
4839639,24,79433,32,0.95,125
4839638,32,794328,32,0.95,200
4839638,18,316228,32,0.95,200
4839639,12,39811,8,0.95,191
4839639,14,1995,16,0.9,37
4839639,14,251189,16,1.0,200
4839639,28,15849,8,0.95,200
4839639,12,1000,8,0.95,25
4839639,14,79433,32,0.95,200
4839639,26,3981,16,1.0,200
4839639,18,3981,16,0.95,49
4839639,36,7943,16,0.9,25
4839639,28,2512,32,0.9,16
4839639,10,63096,32,0.95,44
4839639,22,7943,8,0.9,119
4839639,38,25119,16,1.0,200
4839639,22,5012,8,0.95,33
4839639,32,3162,16,0.95,38
4839638,26,10000,8,1.0,200
4839638,40,100000,16,0.95,200
4839638,24,19953,8,0.9,65
4839639,20,1000,8,0.95,30
4839638,34,630957,8,1.0,200
4839638,28,100000,8,1.0,200
4839639,18,63096,32,1.0,200
4839639,24,19953,32,1.0,200
4839638,14,199526,32,0.95,200
4839639,40,7943,32,1.0,38
4839639,30,1000,8,1.0,24
4839639,26,6310,32,0.95,34
4839639,40,100000,16,1.0,200
4839638,20,100000,16,1.0,200
4839638,34,630957,16,0.9,200
4839639,16,6310,8,0.95,149
4839639,24,316228,16,1.0,200
4839639,26,12589,16,0.95,105
4839639,20,25119,16,0.95,200
4839638,26,6310,32,1.0,37
4839639,34,398107,16,0.95,200
4839638,38,251189,8,0.9,200
4839638,12,199526,16,0.9,200
4839638,34,5012,32,0.95,65
4839639,28,1585,16,0.9,17
4839638,40,3981,8,1.0,56
4839638,12,7943,8,1.0,93
4839639,32,7943,16,0.95,26
4839638,40,630957,16,0.9,200
4839639,30,3162,16,1.0,24
4839639,18,12589,16,1.0,200
4839638,26,1259,32,1.0,10
4839639,30,63096,8,0.95,200
4839638,18,1995,32,1.0,39
4839638,30,199526,16,0.95,200
4839639,38,316228,32,0.9,50
4839638,32,19953,8,0.9,77
4839638,28,501187,8,0.95,200
4839638,16,501187,32,1.0,200
4839638,12,501187,8,0.95,200
4839639,32,15849,32,0.95,49
4839638,32,63096,16,0.9,200
4839638,30,5012,16,0.9,35
4839639,38,100000,32,0.9,38
4839638,20,251189,16,1.0,200
4839639,24,79433,32,0.9,39
4839638,16,63096,16,1.0,200
4839639,24,10000,8,0.95,200
4839639,14,1585,16,1.0,66
4839639,18,3162,32,0.9,19
4839639,24,25119,16,1.0,200
4839638,16,25119,8,1.0,200
4839639,34,7943,16,0.95,62
4839639,36,1000000,16,1.0,200
4839638,36,12589,16,0.9,44
4839638,14,50119,16,0.95,200
4839638,14,1259,16,1.0,70
4839639,36,79433,8,0.9,94
4839638,30,125893,16,0.9,200
4839639,18,630957,32,0.95,200
4839638,24,79433,8,0.95,200
4839639,28,1585,32,1.0,60
